Iteration: 1, Temp: 950.0000, Current Tour: [0, 3, 1, 2], Current Cost: 95.00
Iteration: 52, Temp: 69.4428, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 53, Temp: 65.9707, Current Tour: [2, 3, 0, 1], Current Cost: 95.00
Iteration: 54, Temp: 62.6722, Current Tour: [2, 1, 0, 3], Current Cost: 95.00
Iteration: 55, Temp: 59.5386, Current Tour: [1, 2, 0, 3], Current Cost: 95.00
Iteration: 56, Temp: 56.5616, Current Tour: [1, 3, 0, 2], Current Cost: 95.00
Iteration: 57, Temp: 53.7335, Current Tour: [2, 3, 0, 1], Current Cost: 95.00
Iteration: 58, Temp: 51.0469, Current Tour: [1, 3, 0, 2], Current Cost: 95.00
Iteration: 59, Temp: 48.4945, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 60, Temp: 46.0698, Current Tour: [2, 1, 0, 3], Current Cost: 95.00
Iteration: 61, Temp: 43.7663, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 62, Temp: 41.5780, Current Tour: [2, 1, 0, 3], Current Cost: 95.00
Iteration: 63, Temp: 39.4991, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 64, Temp: 37.5241, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 65, Temp: 35.6479, Current Tour: [1, 2, 0, 3], Current Cost: 95.00
Iteration: 66, Temp: 33.8655, Current Tour: [1, 0, 2, 3], Current Cost: 80.00
Iteration: 67, Temp: 32.1723, Current Tour: [1, 3, 2, 0], Current Cost: 80.00
Iteration: 68, Temp: 30.5636, Current Tour: [1, 3, 2, 0], Current Cost: 80.00
Iteration: 69, Temp: 29.0355, Current Tour: [1, 0, 2, 3], Current Cost: 80.00
Iteration: 70, Temp: 27.5837, Current Tour: [1, 3, 2, 0], Current Cost: 80.00
Iteration: 71, Temp: 26.2045, Current Tour: [3, 1, 2, 0], Current Cost: 95.00
Iteration: 72, Temp: 24.8943, Current Tour: [3, 2, 1, 0], Current Cost: 95.00
Iteration: 73, Temp: 23.6496, Current Tour: [3, 1, 2, 0], Current Cost: 95.00
Iteration: 74, Temp: 22.4671, Current Tour: [2, 1, 3, 0], Current Cost: 95.00
Iteration: 75, Temp: 21.3437, Current Tour: [3, 1, 2, 0], Current Cost: 95.00
Iteration: 76, Temp: 20.2765, Current Tour: [0, 1, 2, 3], Current Cost: 95.00
Iteration: 77, Temp: 19.2627, Current Tour: [0, 3, 2, 1], Current Cost: 95.00
Iteration: 78, Temp: 18.2996, Current Tour: [1, 3, 2, 0], Current Cost: 80.00
Iteration: 79, Temp: 17.3846, Current Tour: [2, 3, 1, 0], Current Cost: 80.00
Iteration: 80, Temp: 16.5154, Current Tour: [1, 3, 2, 0], Current Cost: 80.00
Iteration: 81, Temp: 15.6896, Current Tour: [2, 3, 1, 0], Current Cost: 80.00
Iteration: 82, Temp: 14.9051, Current Tour: [2, 3, 1, 0], Current Cost: 80.00
Iteration: 83, Temp: 14.1599, Current Tour: [1, 3, 2, 0], Current Cost: 80.00
Iteration: 84, Temp: 13.4519, Current Tour: [1, 3, 2, 0], Current Cost: 80.00
Iteration: 85, Temp: 12.7793, Current Tour: [1, 3, 2, 0], Current Cost: 80.00
Iteration: 86, Temp: 12.1403, Current Tour: [1, 3, 2, 0], Current Cost: 80.00
Iteration: 87, Temp: 11.5333, Current Tour: [1, 3, 2, 0], Current Cost: 80.00
Iteration: 88, Temp: 10.9566, Current Tour: [2, 3, 1, 0], Current Cost: 80.00
Iteration: 89, Temp: 10.4088, Current Tour: [2, 3, 0, 1], Current Cost: 95.00
Iteration: 90, Temp: 9.8884, Current Tour: [2, 3, 1, 0], Current Cost: 80.00
Iteration: 91, Temp: 9.3939, Current Tour: [2, 0, 1, 3], Current Cost: 80.00
Iteration: 92, Temp: 8.9242, Current Tour: [1, 0, 2, 3], Current Cost: 80.00
Iteration: 93, Temp: 8.4780, Current Tour: [1, 0, 2, 3], Current Cost: 80.00
Iteration: 94, Temp: 8.0541, Current Tour: [1, 0, 2, 3], Current Cost: 80.00
Iteration: 95, Temp: 7.6514, Current Tour: [1, 0, 2, 3], Current Cost: 80.00
Iteration: 96, Temp: 7.2689, Current Tour: [1, 0, 2, 3], Current Cost: 80.00
Iteration: 97, Temp: 6.9054, Current Tour: [1, 0, 2, 3], Current Cost: 80.00
Iteration: 98, Temp: 6.5601, Current Tour: [1, 3, 2, 0], Current Cost: 80.00
Iteration: 99, Temp: 6.2321, Current Tour: [1, 0, 2, 3], Current Cost: 80.00
Iteration: 100, Temp: 5.9205, Current Tour: [2, 0, 1, 3], Current Cost: 80.00
Iteration: 101, Temp: 5.6245, Current Tour: [2, 0, 1, 3], Current Cost: 80.00
Iteration: 102, Temp: 5.3433, Current Tour: [2, 3, 1, 0], Current Cost: 80.00
Iteration: 103, Temp: 5.0761, Current Tour: [1, 3, 2, 0], Current Cost: 80.00
Iteration: 104, Temp: 4.8223, Current Tour: [1, 0, 2, 3], Current Cost: 80.00
Iteration: 105, Temp: 4.5812, Current Tour: [1, 3, 2, 0], Current Cost: 80.00
Iteration: 106, Temp: 4.3521, Current Tour: [1, 3, 0, 2], Current Cost: 95.00
Iteration: 107, Temp: 4.1345, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 108, Temp: 3.9278, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 109, Temp: 3.7314, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 110, Temp: 3.5448, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 111, Temp: 3.3676, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 112, Temp: 3.1992, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 113, Temp: 3.0393, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 114, Temp: 2.8873, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 115, Temp: 2.7429, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 116, Temp: 2.6058, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 117, Temp: 2.4755, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 118, Temp: 2.3517, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 119, Temp: 2.2341, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 120, Temp: 2.1224, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 121, Temp: 2.0163, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 122, Temp: 1.9155, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 123, Temp: 1.8197, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 124, Temp: 1.7287, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 125, Temp: 1.6423, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 126, Temp: 1.5602, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 127, Temp: 1.4822, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 128, Temp: 1.4081, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 129, Temp: 1.3377, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 130, Temp: 1.2708, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 131, Temp: 1.2072, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 132, Temp: 1.1469, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 133, Temp: 1.0895, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 134, Temp: 1.0351, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 135, Temp: 0.9833, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 136, Temp: 0.9341, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 137, Temp: 0.8874, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 138, Temp: 0.8431, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 139, Temp: 0.8009, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 140, Temp: 0.7609, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 141, Temp: 0.7228, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 142, Temp: 0.6867, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 143, Temp: 0.6523, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 144, Temp: 0.6197, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 145, Temp: 0.5887, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 146, Temp: 0.5593, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 147, Temp: 0.5313, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 148, Temp: 0.5048, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 149, Temp: 0.4795, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 150, Temp: 0.4556, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 151, Temp: 0.4328, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 152, Temp: 0.4111, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 153, Temp: 0.3906, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 154, Temp: 0.3711, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 155, Temp: 0.3525, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 156, Temp: 0.3349, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 157, Temp: 0.3181, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 158, Temp: 0.3022, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 159, Temp: 0.2871, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 160, Temp: 0.2728, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 161, Temp: 0.2591, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 162, Temp: 0.2462, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 163, Temp: 0.2339, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 164, Temp: 0.2222, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 165, Temp: 0.2111, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 166, Temp: 0.2005, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 167, Temp: 0.1905, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 168, Temp: 0.1810, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 169, Temp: 0.1719, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 170, Temp: 0.1633, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 171, Temp: 0.1551, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 172, Temp: 0.1474, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 173, Temp: 0.1400, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 174, Temp: 0.1330, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 175, Temp: 0.1264, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 176, Temp: 0.1200, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 177, Temp: 0.1140, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 178, Temp: 0.1083, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 179, Temp: 0.1029, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 180, Temp: 0.0978, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 181, Temp: 0.0929, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 182, Temp: 0.0882, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 183, Temp: 0.0838, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 184, Temp: 0.0796, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 185, Temp: 0.0757, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 186, Temp: 0.0719, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 187, Temp: 0.0683, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 188, Temp: 0.0649, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 189, Temp: 0.0616, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 190, Temp: 0.0585, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 191, Temp: 0.0556, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 192, Temp: 0.0528, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 193, Temp: 0.0502, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 194, Temp: 0.0477, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 195, Temp: 0.0453, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 196, Temp: 0.0430, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 197, Temp: 0.0409, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 198, Temp: 0.0388, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 199, Temp: 0.0369, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 200, Temp: 0.0351, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 201, Temp: 0.0333, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 202, Temp: 0.0316, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 203, Temp: 0.0301, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 204, Temp: 0.0286, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 205, Temp: 0.0271, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 206, Temp: 0.0258, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 207, Temp: 0.0245, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 208, Temp: 0.0233, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 209, Temp: 0.0221, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 210, Temp: 0.0210, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 211, Temp: 0.0199, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 212, Temp: 0.0189, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 213, Temp: 0.0180, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 214, Temp: 0.0171, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 215, Temp: 0.0162, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 216, Temp: 0.0154, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 217, Temp: 0.0147, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 218, Temp: 0.0139, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 219, Temp: 0.0132, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 220, Temp: 0.0126, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 221, Temp: 0.0119, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 222, Temp: 0.0113, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 223, Temp: 0.0108, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 224, Temp: 0.0102, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 225, Temp: 0.0097, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 226, Temp: 0.0092, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 227, Temp: 0.0088, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 228, Temp: 0.0083, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 229, Temp: 0.0079, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 230, Temp: 0.0075, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 231, Temp: 0.0071, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 232, Temp: 0.0068, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 233, Temp: 0.0065, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 234, Temp: 0.0061, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 235, Temp: 0.0058, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 236, Temp: 0.0055, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 237, Temp: 0.0053, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 238, Temp: 0.0050, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 239, Temp: 0.0047, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 240, Temp: 0.0045, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 241, Temp: 0.0043, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 242, Temp: 0.0041, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 243, Temp: 0.0039, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 244, Temp: 0.0037, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 245, Temp: 0.0035, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 246, Temp: 0.0033, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 247, Temp: 0.0031, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 248, Temp: 0.0030, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 249, Temp: 0.0028, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 250, Temp: 0.0027, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 251, Temp: 0.0026, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 252, Temp: 0.0024, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 253, Temp: 0.0023, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 254, Temp: 0.0022, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 255, Temp: 0.0021, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 256, Temp: 0.0020, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 257, Temp: 0.0019, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 258, Temp: 0.0018, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 259, Temp: 0.0017, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 260, Temp: 0.0016, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 261, Temp: 0.0015, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 262, Temp: 0.0015, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 263, Temp: 0.0014, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 264, Temp: 0.0013, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 265, Temp: 0.0012, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 266, Temp: 0.0012, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 267, Temp: 0.0011, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 268, Temp: 0.0011, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 269, Temp: 0.0010, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 270, Temp: 0.0010, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 271, Temp: 0.0009, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 272, Temp: 0.0009, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 273, Temp: 0.0008, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 274, Temp: 0.0008, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 275, Temp: 0.0007, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 276, Temp: 0.0007, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 277, Temp: 0.0007, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 278, Temp: 0.0006, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 279, Temp: 0.0006, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 280, Temp: 0.0006, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 281, Temp: 0.0005, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 282, Temp: 0.0005, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 283, Temp: 0.0005, Current Tour: [0, 1, 3, 2], Current Cost: 80.00
Iteration: 284, Temp: 0.0005, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 285, Temp: 0.0004, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 286, Temp: 0.0004, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 287, Temp: 0.0004, Current Tour: [0, 2, 3, 1], Current Cost: 80.00
Iteration: 288, Temp: 0.0004, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 289, Temp: 0.0004, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 290, Temp: 0.0003, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 291, Temp: 0.0003, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 292, Temp: 0.0003, Current Tour: [3, 1, 0, 2], Current Cost: 80.00
Iteration: 293, Temp: 0.0003, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 294, Temp: 0.0003, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 295, Temp: 0.0003, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
Iteration: 296, Temp: 0.0003, Current Tour: [3, 2, 0, 1], Current Cost: 80.00
